id_product;energy_100g;fat_100g;saturated_fat_100g;carbohydrates_100g;sugars_100g;proteins_100g;nutrition_score_fr_100g;energy_kcal_100g;ecoscore_score
767074;2008.0;42.0;17.0;4.2;0.6;23.0;25.0;480.0;21
1864759;947.0;14.9;2.8;0.5;0.5;22.8;14.0;;31
1045371;665.0;4.1;0.6;21.0;4.7;6.3;-3.0;159.0;79
1082594;36.0;0.2;;1.4;;0.3;;;
1004570;961.0;17.0;12.0;6.0;4.5;13.5;;231.0;40
1083247;1039.0;17.0;12.0;6.1;4.1;18.0;18.0;249.0;41
1243917;779.0;18.0;12.6;3.8;3.8;2.7;12.0;189.0;86
1044631;745.0;0.1;0.1;64.5;10.5;0.7;;178.0;
1004861;840.0;5.1;2.1;28.5;2.2;9.1;4.0;;
2033634;799.0;5.8;2.6;24.0;5.4;9.6;4.0;190.0;22
1077455;1047.0;10.0;5.3;29.0;1.5;10.0;10.0;249.0;74
1188517;1310.0;1.8;;63.4;;10.0;;;
1298984;250.0;;;13.0;10.0;0.5;;;9
1304886;392.0;6.3;1.0;6.6;5.0;1.6;2.0;;100
1340500;530.0;5.7;3.9;15.7;13.8;2.8;6.0;;104
1053183;343.0;5.1;3.5;4.5;2.8;4.4;2.0;82.0;38
1094086;105.0;1.0;0.0;2.0;0.0;2.0;-1.0;;90
1354964;2423.0;40.8;26.7;51.0;50.9;5.3;26.0;;48
1209541;1582.0;6.6;0.7;63.3;4.2;12.2;-6.0;378.0;
1392077;1213.0;1.6;0.2;59.0;7.8;8.6;0.0;290.0;
1228504;1753.0;22.0;13.0;50.0;25.0;5.1;20.0;419.0;64
1228503;1791.0;20.0;13.0;55.0;30.0;5.4;21.0;428.0;68
997919;2075.0;23.0;14.0;64.0;40.0;6.8;24.0;;36
1053831;2071.0;30.5;2.8;45.3;1.1;8.4;16.0;495.0;44
1209670;1230.0;1.7;0.3;54.6;22.6;10.4;;294.0;79
1321137;1481.0;32.0;22.0;5.1;2.1;7.8;16.0;354.0;63
224644;1531.0;0.0;0.0;84.0;50.0;0.0;;366.0;
1006668;828.0;12.0;2.5;0.6;0.6;22.0;14.0;198.0;46
1283328;594.0;9.86;0.0;0.8;0.22;12.6;-4.0;142.0;74
1109030;1717.0;34.0;20.0;0.0;0.0;27.0;13.0;414.0;55
1102594;780.0;8.0;0.9;24.5;0.5;3.0;1.0;186.0;79
1092546;184.0;0.8;0.1;9.5;9.5;0.5;2.0;48.0;
2067226;2110.0;25.0;17.0;62.0;39.0;6.4;23.0;505.0;50
2305217;1262.0;15.5;;30.0;;10.5;;362.0;
2596195;923.0;19.0;1.3;5.4;4.2;5.2;11.0;221.0;54
1133948;331.0;4.3;2.9;5.7;3.4;3.2;-1.0;79.0;74
1007133;2442.0;44.9;26.6;30.7;26.4;8.0;17.0;;37
1941213;916.0;17.0;4.3;0.6;0.6;16.0;5.0;219.0;31
1060107;1984.0;19.0;13.0;63.0;3.3;11.0;19.0;473.0;70
1383503;464.0;8.1;0.8;10.3;2.5;3.2;5.0;111.0;51
1024666;23.0;0.1;0.0;1.0;1.0;0.1;;;79
438210;1016.0;20.0;10.0;0.5;0.5;16.0;22.0;;20
1045451;561.0;2.4;0.5;16.4;2.7;8.8;-6.0;133.0;
1523963;813.0;11.3;;3.1;;20.1;;;79
1386287;1782.0;24.0;18.0;47.0;36.0;5.3;22.0;426.0;
1133731;690.0;4.2;0.7;24.0;4.0;7.5;3.0;165.0;22
1490352;1678.0;9.5;1.2;62.2;2.0;12.8;6.0;401.0;
1133191;753.0;11.5;7.7;13.0;6.1;5.8;13.0;180.0;
1134359;1007.0;13.5;7.2;19.9;7.5;8.3;11.0;241.0;
1133651;1053.0;12.0;5.5;22.0;2.6;13.0;12.0;251.0;18
1297843;500.0;1.3;0.1;22.0;3.5;3.0;-6.0;118.0;95
1031355;686.0;6.7;1.1;0.1;0.1;25.9;5.0;164.0;
2327201;2146.0;31.1;14.1;48.6;38.4;6.9;19.0;513.0;29
1813025;866.0;20.0;2.1;9.3;0.5;1.4;;207.0;
1036970;455.0;2.5;1.0;0.4;0.4;21.0;2.0;;16
1025121;490.0;5.0;0.5;10.0;3.0;8.0;4.0;;14
1298444;611.0;10.0;6.0;1.0;0.27;13.0;1.0;146.0;68
1140100;;24.0;;;;;;;13
1113962;1610.0;38.0;24.5;2.0;1.0;10.0;13.0;390.0;79
1299389;627.0;5.0;3.5;1.0;0.1;25.0;5.0;149.0;63
1067724;1738.0;16.2;;61.7;;5.3;;;77
1338356;1480.0;1.8;0.4;68.0;4.4;13.0;-5.0;;74
1002932;560.0;7.1;;14.3;;3.2;;;
2628732;192.0;0.0;0.0;11.0;11.0;0.0;15.0;;
1191409;1365.0;0.0;0.0;80.0;80.0;0.3;14.0;;87
1043296;2293.0;32.0;20.0;58.0;57.0;5.9;26.0;548.0;
1071654;646.0;6.6;3.8;17.0;0.9;5.9;3.0;;
1071659;583.0;5.1;1.1;15.6;1.4;7.0;1.0;139.0;22
1071666;844.0;9.6;3.9;20.1;2.3;7.6;12.0;202.0;
1071634;745.0;6.7;3.8;17.0;1.0;8.2;1.0;164.0;
1053167;188.0;0.0;0.0;7.4;6.8;3.9;-1.0;45.0;38
1144763;485.0;4.4;0.4;10.4;1.8;8.3;5.0;;38
1298241;466.0;3.2;0.8;13.0;1.5;6.9;0.0;111.0;33
1329849;586.0;4.5;0.6;19.0;0.5;2.5;-4.0;140.0;74
1298050;1489.0;1.2;0.3;77.0;0.3;7.5;-1.0;;41
1008161;134.0;0.7;0.4;5.6;1.2;0.6;;32.0;72
1183176;2190.0;34.0;2.3;47.0;0.61;5.9;9.0;526.0;72
1074372;922.0;15.0;2.1;0.0;0.0;22.0;14.0;221.0;22
1286737;296.0;3.6;0.5;5.7;4.5;2.1;-6.0;71.0;73
1154203;268.0;2.9;1.9;5.5;0.0;3.9;-1.0;64.0;72
1045464;921.0;9.3;1.0;26.0;1.4;6.0;-1.0;226.0;102
1128688;937.0;11.0;2.5;15.0;0.6;12.0;1.0;225.0;44
1411770;2197.0;30.0;21.0;58.0;6.0;7.0;25.0;525.0;81
314383;837.0;0.0;0.0;0.0;0.0;0.0;;200.0;
1090923;1547.0;2.0;0.5;71.0;2.5;14.0;-4.0;;65
2568878;300.0;4.5;2.5;6.0;4.0;1.0;4.0;;
2595939;244.0;3.5;1.0;5.4;1.6;1.1;4.0;59.0;83
1082357;728.0;8.8;6.0;14.0;0.5;9.1;5.0;174.0;
1071665;723.0;7.5;3.9;18.2;2.6;7.2;4.0;;
1095225;1612.0;7.9;1.6;51.5;5.1;20.3;-4.0;383.0;
804943;1356.0;27.0;19.6;1.0;1.0;20.0;16.0;;38
1067033;1091.0;4.7;0.4;43.1;3.9;8.6;-2.0;;74
1074577;940.0;1.4;0.2;41.0;6.5;10.0;-1.0;222.0;79
1060050;1165.0;6.7;0.6;46.0;0.9;7.2;10.0;276.0;73
1060508;1007.0;4.9;2.4;39.0;1.4;8.6;0.0;;76
1060099;575.0;4.5;0.84;0.1;0.0;24.0;11.0;;33
1059144;593.0;9.9;2.6;0.8;0.8;12.6;-1.0;142.0;75
1094840;2020.0;24.0;3.1;50.0;4.7;15.0;11.0;483.0;79
1059530;531.0;4.8;3.3;18.0;13.0;3.3;4.0;;82
1060415;412.0;2.5;1.8;15.0;14.0;3.8;3.0;98.0;
1060116;1754.0;35.0;23.0;0.0;0.0;27.0;13.0;423.0;56
1059760;3054.0;82.0;57.0;0.5;0.5;0.7;19.0;743.0;34
1103871;1682.0;32.8;14.6;0.5;0.5;26.3;25.0;402.0;45
1060355;935.0;17.0;12.0;1.0;1.0;17.0;8.0;225.0;60
1073550;715.0;1.6;0.3;31.0;0.5;5.8;0.0;169.0;79
1036953;445.0;2.5;1.0;0.5;0.5;20.0;4.0;;16
1074698;1577.0;14.0;1.5;57.0;29.0;4.2;11.0;377.0;68
1286481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5
1060221;2066.0;24.0;5.3;57.0;24.0;9.3;12.0;494.0;65
822994;2121.0;25.8;11.1;62.3;59.6;5.3;24.0;507.0;
1061134;2109.0;29.0;18.0;51.0;48.0;6.2;23.0;;26
1060108;1940.0;20.0;13.0;57.0;2.9;12.0;20.0;463.0;67
1060171;281.0;0.0;0.0;16.0;15.0;0.0;10.0;64.0;52
1060247;214.0;0.0;0.0;12.0;12.0;0.6;6.0;50.0;8
1059659;264.0;3.8;1.3;5.3;2.2;1.3;4.0;;109
1060336;1527.0;14.0;8.5;50.0;15.0;8.2;16.0;364.0;68
1000019;586.0;6.2;2.1;8.5;1.2;10.4;-3.0;140.0;93
805795;849.0;15.0;6.8;0.8;0.5;16.0;5.0;203.0;
1025234;441.0;2.0;0.7;0.6;0.6;21.0;3.0;;17
1097420;1566.0;29.0;19.5;2.0;2.0;27.0;12.0;377.0;56
1095925;204.0;0.1;0.0;11.6;10.4;0.2;12.0;48.0;54
1052986;1946.0;20.7;3.0;51.4;2.9;14.1;9.0;465.0;
1078467;2358.0;40.0;26.0;38.0;28.0;9.0;18.0;573.0;26
1019059;2130.0;29.3;18.4;50.1;47.3;5.9;21.0;509.0;
789968;0.0;;;1.0;;;;0.0;49
1337035;1506.0;5.9;1.9;66.8;47.4;8.4;16.0;;77
1034388;1444.0;28.0;17.0;0.5;0.5;24.0;16.0;;39
1133049;818.0;10.0;6.8;14.0;5.4;11.0;11.0;193.0;93
1081134;1587.0;9.0;5.4;69.3;53.9;3.1;16.0;376.0;49
1132759;79.0;0.1;;3.3;;1.1;;19.0;68
1133954;226.0;0.5;0.1;10.1;3.7;1.2;-2.0;;68
1061124;711.0;0.8;0.2;32.0;4.3;7.5;;3.0;
1739579;1272.0;22.5;14.0;2.5;1.0;23.0;16.0;304.0;54
1354912;2483.0;42.0;18.0;42.0;41.0;9.5;23.0;591.0;55
785022;749.0;11.0;7.317;17.0;11.0;2.8;11.0;179.0;
1321138;1502.0;34.0;22.0;4.0;2.3;8.5;15.0;359.0;63
2527142;1200.0;27.0;10.1;0.8;0.7;11.0;22.0;;31
1150736;75.1;0.3;;1.2;;1.5;;;79
1094869;2017.0;24.0;2.2;57.0;0.5;7.0;7.0;482.0;72
2067530;2406.0;45.5;28.0;33.5;29.5;6.7;18.0;575.0;67
1230290;3163.0;84.0;55.0;0.0;0.0;0.0;19.0;756.0;20
1230295;;82.0;;;;;;;19
1306440;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;79
1004067;1038.0;1.1;0.3;49.0;2.4;8.6;1.0;248.0;79
1095979;666.0;2.9;0.39;25.2;0.7;5.6;-3.0;158.0;
1430677;926.0;5.9;3.0;30.0;3.0;9.4;0.0;220.0;79
1090740;1201.0;23.0;15.0;0.2;0.1;20.0;15.0;287.0;47
1265739;1950.0;40.0;17.0;1.0;0.5;26.0;25.0;466.0;60
1214680;1686.0;6.4;2.8;72.0;3.7;12.0;9.0;403.0;79
1023958;1272.0;0.0;0.0;82.0;82.0;0.3;13.0;304.0;84
1217588;233.0;1.0;0.1;11.0;5.5;0.3;1.0;;79
1152303;598.0;9.88;0.0;0.74;0.0;12.5;-4.0;143.0;58
1071699;758.0;4.6;2.9;22.2;2.1;10.9;5.0;180.0;43
1013515;2188.0;31.0;17.0;50.0;48.0;7.0;26.0;523.0;26
1067025;1529.0;13.0;8.1;52.8;15.2;8.0;18.0;364.0;49
1247809;2213.0;29.1;20.1;61.6;22.1;5.6;23.0;529.0;53
983974;711.0;0.0;0.0;71.0;0.0;0.0;;170.0;
1128998;942.0;12.0;3.6;19.0;1.4;9.0;2.0;225.0;49
1153318;1439.0;13.0;8.2;48.0;14.0;8.3;17.0;348.0;73
2066899;142.0;2.1;1.4;1.9;1.9;1.8;7.0;34.0;8
255553;4.0;0.0;0.0;0.2;0.0;0.1;1.0;1.0;93
468724;3700.0;100.0;15.0;0.0;0.0;0.0;6.0;;32
1078119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1059159;2385.0;38.0;22.0;50.0;49.0;7.6;26.0;572.0;39
38286;167.0;0.0;0.0;10.0;10.0;0.0;13.0;40.0;
2105580;2099.0;27.8;;54.3;;5.2;;;29
1119004;151.0;0.1;0.0;8.3;7.5;0.2;9.0;;9
1723447;2117.0;27.4;15.2;59.8;32.0;6.1;25.0;506.0;36
1189464;2494.0;42.7;23.9;45.5;44.1;6.52;22.0;596.0;
944288;1594.0;9.8;6.0;69.0;52.0;3.0;17.0;381.0;71
943962;1130.0;15.0;9.3;30.0;25.0;3.4;18.0;270.0;77
2580892;218.0;3.6;2.0;4.4;1.0;1.0;;52.0;83
792359;3109.0;82.0;57.0;0.7;0.7;0.6;26.0;743.0;34
1236378;1489.0;2.2;1.5;72.0;0.3;11.0;0.0;352.0;115
1094928;1647.0;2.4;1.4;83.0;32.0;7.0;10.0;389.0;54
1118443;2117.0;25.9;15.3;61.0;40.7;5.2;23.0;506.0;38
1110034;908.0;6.8;0.8;32.0;3.1;4.9;-1.0;217.0;79
1131039;2081.0;23.9;14.4;60.6;30.1;7.4;19.0;497.0;63
770595;2248.0;34.0;3.0;51.0;1.0;5.0;12.0;;72
1298258;1168.0;3.2;0.4;52.0;4.3;8.3;0.0;;75
1025210;482.0;3.0;1.1;0.8;0.8;21.0;4.0;114.0;41
1298225;855.0;13.0;1.9;0.5;0.5;22.0;13.0;;23
1008786;1531.0;2.0;0.4;72.0;3.7;12.0;-4.0;361.0;75
1066973;1193.0;4.0;1.7;51.0;8.1;9.1;;;
1132976;693.0;5.0;1.2;9.0;8.8;20.4;3.0;165.0;
1320280;794.0;5.7;1.9;24.2;2.1;8.7;-1.0;189.0;52
1079877;1646.0;0.5;0.1;96.8;69.5;0.5;14.0;387.0;47
1041720;544.0;4.5;0.9;15.0;1.7;6.7;-1.0;130.0;
944789;1196.0;4.8;0.6;48.0;6.3;9.4;3.0;280.0;73
2466627;1339.0;22.2;8.39;4.4;1.6;25.6;21.0;320.0;
1232293;421.0;2.51;0.8;15.41;2.1;3.5;2.0;100.7;97
1902464;1185.0;27.0;;1.0;;10.0;;;24
1133329;310.0;3.5;0.4;1.6;1.5;8.5;-4.0;;
1133381;527.0;6.3;4.4;13.3;1.6;3.6;5.0;126.0;79
1132778;590.0;9.2;4.7;6.4;0.5;5.6;-1.0;141.0;
1060808;849.0;12.0;7.5;15.0;2.2;8.8;12.0;;50
1059368;314.0;1.8;0.6;2.6;0.8;11.3;-4.0;;
1059423;1862.0;15.0;5.4;63.0;17.0;9.7;8.0;;79
1006941;791.0;11.0;2.8;0.6;;22.0;;;31
1309869;2418.0;5.2;2.0;15.0;4.4;6.8;6.0;578.0;71
1236165;3766.0;100.0;15.0;0.0;0.0;0.0;6.0;900.0;49
1275901;193.0;1.55;;4.8;;3.15;;193.0;56
1012187;1468.0;33.5;24.03;3.6;0.5;9.9;19.0;;34
1133214;460.0;3.7;0.6;3.2;0.4;15.7;-1.0;110.0;
1136374;308.0;0.7;0.2;0.0;0.0;16.0;-5.0;73.0;
1533877;2209.0;30.0;3.0;57.0;1.4;6.0;13.0;;81
1242398;623.0;;2.4;;0.4;1.7;;149.0;79
1200645;2004.0;54.0;15.4;0.1;0.1;0.1;10.0;;58
2034284;1669.0;7.0;4.3;71.3;19.1;8.6;10.0;399.0;37
1286901;214.0;0.2;0.0;10.4;8.0;0.6;-6.0;51.0;79
1527838;2254.0;30.6;;59.6;;4.9;;;
1489496;2385.0;37.0;22.0;51.0;50.0;7.4;26.0;570.0;
1489475;2402.0;38.0;24.0;51.0;51.0;6.6;27.0;574.0;
1489481;2326.0;33.0;16.0;56.0;54.0;7.2;26.0;556.0;
1033417;2309.0;32.0;;61.0;;5.0;;;20
1082988;2148.0;24.9;17.1;65.5;28.5;5.9;24.0;513.0;66
1271896;485.0;5.1;3.5;9.8;9.8;7.8;2.0;116.0;76
1399022;1389.0;22.0;17.0;0.0;0.0;20.0;14.0;332.0;78
1094590;1537.0;3.7;1.0;74.0;48.0;8.4;14.0;363.0;61
1115703;1690.0;13.4;12.3;53.9;53.9;15.3;;404.0;
2324159;402.0;6.3;2.2;7.4;1.1;1.3;5.0;96.0;58
1067694;286.0;4.5;0.4;5.5;4.0;1.0;-1.0;69.0;79
905377;242.0;0.1;0.0;13.1;13.1;0.4;;;
1048021;1920.0;26.5;4.1;48.7;24.0;5.5;15.0;459.0;46
1022406;599.0;13.0;1.0;3.5;2.0;2.0;-2.0;145.0;76
1048020;1975.0;29.0;7.0;50.0;34.0;5.1;17.0;474.0;29
1249063;469.0;3.5;1.8;17.0;16.0;3.0;4.0;112.0;78
1071755;961.0;7.7;4.4;26.2;3.1;12.6;12.0;229.0;
1110288;941.0;9.0;2.1;25.0;1.9;8.8;-1.0;225.0;89
1094583;247.0;2.1;0.36;6.0;5.6;3.7;-1.0;;79
1066568;1456.0;28.0;19.0;1.0;0.0;23.0;13.0;348.0;34
1071042;731.0;4.0;1.3;27.0;0.4;6.9;3.0;174.0;
1079515;1075.0;3.1;0.3;40.9;4.6;10.2;-1.0;0.0;76
2364461;197.0;0.8;0.2;8.5;5.1;1.2;1.0;47.0;78
1059313;2212.0;37.0;22.0;33.0;28.0;10.0;17.0;533.0;49
1067270;17.0;0.0;0.0;0.5;0.5;0.5;2.0;4.0;93
1496293;159.0;0.5;0.1;5.6;4.4;2.2;1.0;38.0;
1304820;2398.0;39.0;24.0;46.0;45.0;8.6;24.0;576.0;47
1097264;173.0;0.0;0.0;9.4;8.7;0.7;2.0;41.0;54
1095400;271.0;0.5;0.1;15.0;15.0;0.6;2.0;64.0;98
1019155;1815.0;36.0;14.0;3.4;2.9;25.0;25.0;438.0;33
1285856;656.0;10.3;5.9;11.2;0.6;3.9;10.0;158.0;
1095349;843.0;17.4;2.9;6.8;4.8;3.4;3.0;;77
1203574;2210.0;29.0;16.0;59.0;42.0;6.0;21.0;529.0;79
1135821;72.0;0.2;0.0;1.8;0.8;1.2;-2.0;17.0;
1044844;1674.0;0.0;0.0;100.0;100.0;0.0;14.0;400.0;58
999176;933.0;15.0;3.4;0.0;0.0;22.0;4.0;223.0;18
1097398;1033.0;24.0;16.0;3.0;3.0;5.5;15.0;250.0;55
1203560;2593.0;49.2;9.74;34.4;27.6;8.9;17.0;;43
1096051;235.0;0.4;0.15;11.6;10.4;0.5;-4.0;;79
2055917;2202.0;27.0;10.0;60.0;42.0;8.1;22.0;527.0;72
1097605;1038.0;20.0;7.2;0.8;0.7;16.7;20.0;250.0;43
1019475;616.0;7.0;4.7;6.0;6.0;15.0;7.0;147.0;59
1322088;602.0;10.3;2.7;0.7;0.7;12.3;-1.0;145.0;59
1025499;473.0;3.2;1.2;0.5;0.5;21.0;4.0;113.0;41
1025573;465.0;1.8;0.5;0.5;0.5;21.0;3.0;110.0;19
1096558;195.0;0.1;0.0;10.4;9.4;0.6;4.0;;9
1097854;1620.0;12.0;7.3;60.0;29.0;7.6;23.0;385.0;79
1297645;2121.0;29.0;18.0;52.0;26.0;6.8;21.0;508.0;35
1153386;1442.0;11.0;1.4;51.0;8.9;8.8;2.0;343.0;100
1191584;162.0;0.0;0.0;9.0;9.0;0.5;2.0;38.0;62
1277290;732.0;0.5;0.3;69.0;0.0;0.4;;175.0;
1048924;1377.0;0.0;0.0;72.8;72.8;0.4;24.0;329.0;
954355;565.0;6.0;2.0;0.5;0.5;20.0;1.0;135.0;38
1300337;285.0;0.5;0.0;16.0;15.0;0.5;-3.0;;79
1133285;372.0;2.8;1.7;9.6;2.0;5.4;-1.0;89.0;
1320464;171.0;1.8;0.3;2.7;2.4;3.2;-1.0;;108
1319751;134.0;0.0;0.0;4.8;4.8;3.2;0.0;32.0;68
1286846;1623.0;34.0;23.0;0.0;0.0;21.0;16.0;392.0;14
1105082;196.0;0.5;0.1;11.0;10.8;0.5;15.0;46.0;18
1288115;1636.0;38.0;13.0;0.0;0.0;14.0;18.0;396.0;22
1025617;515.0;4.0;1.3;0.8;0.8;21.0;3.0;123.0;25
2193869;1360.0;23.0;8.9;0.5;0.0;29.0;22.0;325.0;-2
1353961;1130.0;20.0;13.0;;0.5;22.0;15.0;270.0;34
1286865;2065.0;48.0;19.0;1.0;0.5;16.0;26.0;;39
1397898;1030.0;21.0;;1.8;;15.2;;;
2524605;664.0;6.0;0.5;0.0;0.0;26.0;1.0;;21
2524061;778.0;5.5;2.5;0.8;0.8;33.0;14.0;;
1167085;484.0;4.5;0.4;11.2;2.8;7.5;2.0;;14
1156511;929.0;12.4;4.5;0.4;0.2;27.5;16.0;222.0;15
1094822;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;-20
2524546;628.0;2.2;1.5;30.0;19.0;2.4;5.0;;62
1121275;777.0;10.1;1.9;0.5;0.5;23.2;13.0;;32
1300800;2268.0;33.0;2.7;51.0;3.2;6.4;13.0;535.0;72
2524680;1345.0;24.9;2.4;12.6;1.5;8.9;0.0;325.0;77
1027320;1460.0;1.1;1.1;83.0;57.0;0.5;15.0;349.0;74
1027414;1490.0;1.1;0.8;80.0;54.0;4.0;;;64
544569;2210.0;29.1;19.1;60.0;23.6;7.27;19.0;527.0;87
1333046;;;;;60.0;;;;73
1333048;;;;;60.0;;;;
1066807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-15
1156099;536.0;9.4;1.1;8.6;5.0;1.0;3.0;129.0;
1135767;138.0;0.05;0.02;4.8;4.8;3.2;0.0;33.0;74
1089492;1327.0;0.8;0.1;72.0;41.0;3.0;11.0;313.0;69
1036999;884.0;17.0;3.5;1.5;1.5;13.0;12.0;213.0;3
1010879;367.0;2.8;1.2;13.5;5.3;2.0;;87.0;64
1258475;424.0;3.4;1.8;15.5;1.3;2.0;3.0;100.0;
1103257;962.0;0.5;0.1;52.3;37.9;2.4;4.0;230.0;-3
1194717;3033.0;80.0;55.0;0.7;0.5;0.5;24.0;725.0;65
1173261;1178.0;18.0;9.9;22.2;4.5;6.4;16.0;;
1095636;738.0;8.6;5.2;20.0;18.0;4.1;7.0;176.0;88
1097243;1648.0;23.0;11.0;37.0;2.5;5.9;17.0;395.0;44
1203385;971.0;0.1;0.0;56.0;56.0;0.4;10.0;229.0;107
1354933;17.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;79
1045346;1547.0;2.1;1.0;78.7;0.2;7.1;0.0;365.0;74
1299612;239.0;0.5;0.0;12.0;11.0;0.5;-5.0;;79
1351312;;24.0;;;;;;;74
1002912;210.0;0.2;0.0;7.5;6.9;4.4;-1.0;;66
1094911;148.0;0.5;0.1;4.0;1.5;2.5;0.0;35.0;66
1133036;1887.0;15.0;5.4;70.0;37.0;7.2;21.0;451.0;69
1263163;198.0;0.0;0.0;9.8;9.7;0.8;14.0;47.0;9
1167104;297.0;1.4;1.31;9.5;2.1;4.4;5.0;;
1150011;515.0;6.6;4.2;13.0;12.0;2.4;6.0;123.0;75
1133015;491.0;5.9;3.7;12.7;11.0;2.3;3.0;118.0;72
1103672;1027.0;0.5;0.0;59.0;59.0;0.7;11.0;242.0;73
1203470;792.0;11.0;1.6;0.5;0.5;22.0;13.0;190.0;32
1015327;255.0;5.2;5.2;5.2;1.43;0.48;;61.0;42
2561935;890.0;11.0;7.0;25.0;22.0;3.0;12.0;210.0;79
1034392;1447.0;29.0;20.0;0.5;0.5;22.0;16.0;349.0;63
1003066;776.0;10.3;6.5;18.1;16.6;4.3;10.0;;66
1286287;1495.0;1.9;0.6;68.8;5.8;12.0;-5.0;353.0;79
1059346;2066.0;24.0;14.0;61.0;34.0;6.2;21.0;494.0;42
1095028;495.0;2.9;1.1;0.8;0.8;22.0;3.0;117.0;39
1059438;457.0;2.5;1.1;12.0;0.35;7.3;-3.0;109.0;
1125682;1188.0;12.0;8.1;29.9;1.5;12.9;17.0;284.0;78
1060931;652.0;9.8;2.3;12.0;1.9;5.0;2.0;156.0;
1007866;428.0;7.0;0.0;7.5;0.0;1.6;-1.0;;
1113910;480.0;8.1;5.5;4.5;4.5;6.1;6.0;115.0;79
1036514;4.0;0.0;0.0;0.3;0.0;0.2;1.0;1.0;
1321540;17.0;0.0;0.0;0.5;0.5;0.5;2.0;4.0;79
1286447;1306.0;0.0;0.0;77.0;75.0;0.0;13.0;;
1286987;230.0;0.0;0.0;4.0;3.6;9.5;-5.0;54.0;79
1429874;1561.0;31.1;19.7;2.5;0.1;20.8;13.0;373.0;63
1140335;800.0;15.0;11.6;2.4;2.4;12.0;11.0;191.0;28
1071812;885.0;9.2;1.4;23.2;2.4;7.8;4.0;211.0;63
1137916;1389.0;0.0;0.0;83.0;83.0;0.06;20.0;332.0;
1025117;490.0;2.9;1.0;0.6;0.6;22.0;2.0;117.0;40
2568739;1112.0;26.0;2.1;7.1;3.6;0.9;13.0;266.0;34
1039805;1439.0;12.0;4.3;23.0;23.0;14.0;;344.0;90
1132750;108.0;0.8;0.1;0.5;0.3;3.1;-9.0;26.0;79
1761543;1841.0;14.0;4.5;69.0;30.0;8.0;15.0;440.0;39
1246723;617.0;7.6;4.9;16.7;13.2;3.0;6.0;147.0;111
1061011;451.0;2.4;1.2;16.0;1.2;5.0;-1.0;;
1050203;469.0;2.7;1.0;0.8;0.8;21.0;4.0;112.0;17
1719355;1724.0;7.6;3.3;73.9;1.6;10.0;10.0;412.0;61
1321738;1005.0;0.1;0.0;57.8;54.4;0.5;10.0;237.0;89
1103436;1389.0;0.5;0.1;83.0;77.0;2.8;14.0;332.0;64
1284960;1272.0;0.0;0.0;82.0;82.0;0.3;13.0;304.0;85
1299933;2007.0;18.0;5.8;70.0;32.0;5.6;17.0;472.0;49
1075168;2331.0;37.0;3.4;48.0;0.7;6.0;9.0;560.0;72
1094987;1976.0;22.0;14.0;60.0;52.0;5.2;20.0;472.0;26
1059749;2296.0;33.0;21.0;55.0;52.0;7.4;26.0;550.0;46
1286595;1500.0;1.5;0.3;72.0;3.5;12.0;-3.0;354.0;89
1134025;501.0;3.7;0.9;15.3;4.7;5.8;1.0;;
1025198;1715.0;40.0;14.0;;1.1;9.0;;416.0;18
1222182;2984.0;80.0;57.0;0.6;0.6;0.8;26.0;726.0;45
1133383;96.0;0.3;0.1;2.9;2.7;1.2;-6.0;23.0;79
1155983;229.0;0.1;0.0;12.0;10.0;0.4;-1.0;54.0;79
1034286;1372.0;24.0;16.0;1.0;1.0;27.0;12.0;328.0;56
1132751;130.0;0.4;0.1;4.9;4.6;0.6;-6.0;31.0;79
1132752;92.0;0.4;0.1;2.0;1.9;2.0;-7.0;22.0;
1133301;173.0;0.2;0.1;7.9;5.6;1.2;-5.0;41.0;79
1054932;422.0;5.6;2.5;4.5;0.8;7.5;1.0;;37
1176836;326.0;3.2;2.2;5.0;0.15;6.9;-2.0;78.0;76
1095027;495.0;2.9;1.1;0.8;0.8;22.0;3.0;117.0;39
1256533;644.0;7.5;2.3;10.0;1.7;10.5;;154.0;
1693842;1950.0;23.5;11.8;54.1;0.0;9.4;;466.0;60
1060856;2201.0;28.0;2.5;62.0;4.3;4.7;12.0;526.0;81
1095007;314.0;0.2;0.0;17.0;15.6;0.3;-3.0;74.0;104
1051674;1672.0;7.0;1.0;68.0;5.0;13.0;8.0;396.0;86
1115876;615.0;11.0;0.6;3.5;3.2;7.5;8.0;147.0;82
2576850;278.0;;;4.6;1.5;0.7;;62.0;49
997997;145.0;1.2;0.1;3.9;3.6;1.1;-3.0;35.0;73
2034058;2191.0;31.0;13.8;50.2;38.6;7.9;19.0;525.0;44
1879609;1.4;0.0;0.0;0.0;0.0;0.0;1.0;;
1045470;1125.0;8.0;1.0;37.0;8.6;5.8;-1.0;269.0;74
30238;1753.0;14.5;4.8;74.2;41.9;6.5;16.0;419.0;63
2109539;2335.0;37.2;19.4;48.6;43.6;5.4;25.0;;
1248352;1008.0;1.0;0.2;49.0;1.0;7.2;4.0;241.0;
